,m_n,avg_error,std_error,task,sigma,summary,config,name
571,3,0.2984,0.021,4,8,"{'run_num': 9, 'train_loss': 0.509, '_step': 1010, 'epoch': 100, 'avg_err': 0.2984, 'train_acc': 0.78, '_timestamp': 1661816153.5592966, 'final_test_err': 0.2925, '_wandb': {'runtime': 702}, 'std_err': 0.021, '_runtime': 703.2179865837097}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 8, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2b8l71cg
572,4,0.294,0.0139,4,8,"{'train_loss': 0.4726, 'final_test_err': 0.2915, '_wandb': {'runtime': 734}, 'run_num': 9, 'std_err': 0.0139, '_runtime': 735.5183708667755, 'train_acc': 0.786, '_step': 1010, 'epoch': 100, 'avg_err': 0.294, '_timestamp': 1661816344.2357929}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 8, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",191qcagb
573,5,0.3093,0.0223,4,8,"{'_runtime': 771.8241958618164, 'final_test_err': 0.32399999999999995, '_step': 1010, '_wandb': {'runtime': 770}, 'avg_err': 0.3093, 'train_acc': 0.7783, '_timestamp': 1661816390.4182558, 'train_loss': 0.4639, 'epoch': 100, 'run_num': 9, 'std_err': 0.0223}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 8, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",wczyjti9
574,10,0.331,0.0256,4,8,"{'train_loss': 0.4175, 'final_test_err': 0.354, '_step': 1010, 'std_err': 0.0256, '_runtime': 851.9914333820343, 'train_acc': 0.8118, '_timestamp': 1661816631.0853293, 'epoch': 100, '_wandb': {'runtime': 851}, 'avg_err': 0.331, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 8, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",ucj9qw2s
575,20,0.3202,0.025,4,8,"{'_runtime': 990.619437456131, 'train_acc': 0.8214, 'train_loss': 0.3994, 'final_test_err': 0.3395, 'avg_err': 0.3202, 'epoch': 100, '_wandb': {'runtime': 990}, 'run_num': 9, 'std_err': 0.025, '_timestamp': 1661816773.5785954, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 8, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",37womnnf
576,0,0.2915,0.0288,4,9,"{'std_err': 0.0288, 'epoch': 100, '_wandb': {'runtime': 562}, 'run_num': 9, 'train_acc': 0.81, '_timestamp': 1661818125.6289892, 'train_loss': 0.4744, 'final_test_err': 0.26949999999999996, '_step': 1010, 'avg_err': 0.2915, '_runtime': 563.579686164856}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",82k3np86
577,1,0.2954,0.0258,4,9,"{'_step': 1010, 'epoch': 100, 'avg_err': 0.2954, '_runtime': 575.8765606880188, '_timestamp': 1661818148.8603597, 'train_loss': 0.5723, '_wandb': {'runtime': 575}, 'run_num': 9, 'std_err': 0.0258, 'train_acc': 0.665, 'final_test_err': 0.29500000000000004}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3pjfls9b
578,2,0.3008,0.0224,4,9,"{'_runtime': 586.0616676807404, 'train_acc': 0.7567, 'train_loss': 0.5245, 'epoch': 100, '_wandb': {'runtime': 585}, 'run_num': 9, 'std_err': 0.0224, '_timestamp': 1661818336.5019617, 'final_test_err': 0.28500000000000003, '_step': 1010, 'avg_err': 0.3008}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1kfcg7t4
579,3,0.3036,0.0169,4,9,"{'run_num': 9, '_runtime': 714.3979556560516, 'train_acc': 0.775, '_step': 1010, 'avg_err': 0.3036, 'std_err': 0.0169, '_timestamp': 1661818490.6715467, 'train_loss': 0.5048, 'final_test_err': 0.30500000000000005, 'epoch': 100, '_wandb': {'runtime': 713}}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2uywgoky
580,4,0.3049,0.0118,4,9,"{'run_num': 9, 'std_err': 0.0118, '_runtime': 746.023485660553, 'train_acc': 0.786, '_timestamp': 1661818663.7506068, 'final_test_err': 0.3055, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 745}, 'avg_err': 0.3049, 'train_loss': 0.4764}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",ofngcbtg
581,5,0.3148,0.023,4,9,"{'avg_err': 0.3148, 'final_test_err': 0.32599999999999996, '_step': 1010, '_wandb': {'runtime': 774}, 'std_err': 0.023, '_runtime': 774.9772131443024, 'train_acc': 0.8, '_timestamp': 1661818739.785876, 'train_loss': 0.4568, 'epoch': 100, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1wgfit3y
582,10,0.321,0.0239,4,9,"{'_wandb': {'runtime': 853}, 'avg_err': 0.321, '_runtime': 855.1624300479889, 'train_acc': 0.8255, '_timestamp': 1661818974.168731, 'train_loss': 0.4229, 'final_test_err': 0.3285, 'epoch': 100, 'run_num': 9, 'std_err': 0.0239, '_step': 1010}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",54911rhk
583,20,0.3352,0.0325,4,9,"{'_step': 1010, '_wandb': {'runtime': 990}, 'avg_err': 0.3352, 'std_err': 0.0325, 'final_test_err': 0.3945, 'epoch': 100, 'run_num': 9, '_runtime': 991.4122111797332, 'train_acc': 0.8081, '_timestamp': 1661819122.4551892, 'train_loss': 0.4146}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 9, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",170osmfu
584,0,0.2915,0.0288,4,10,"{'epoch': 100, 'avg_err': 0.2915, 'run_num': 9, 'std_err': 0.0288, '_step': 1010, '_wandb': {'runtime': 558}, '_runtime': 559.3846871852875, 'train_acc': 0.81, '_timestamp': 1661820474.437271, 'train_loss': 0.4744, 'final_test_err': 0.26949999999999996}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",a5aa5b91
585,1,0.2954,0.0251,4,10,"{'avg_err': 0.2954, 'run_num': 9, 'std_err': 0.0251, '_timestamp': 1661820530.2211015, '_step': 1010, '_wandb': {'runtime': 586}, 'train_acc': 0.69, 'train_loss': 0.5723, 'final_test_err': 0.2955, 'epoch': 100, '_runtime': 587.2068305015564}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",126cni47
586,2,0.3056,0.0207,4,10,"{'_wandb': {'runtime': 606}, 'avg_err': 0.3056, 'train_loss': 0.5163, '_runtime': 607.0932171344757, 'train_acc': 0.7567, '_timestamp': 1661820725.1905942, 'final_test_err': 0.2975, '_step': 1010, 'epoch': 100, 'run_num': 9, 'std_err': 0.0207}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",rdt4iki1
587,3,0.3055,0.0186,4,10,"{'_step': 1010, '_wandb': {'runtime': 725}, 'avg_err': 0.3055, 'final_test_err': 0.31000000000000005, 'epoch': 100, 'run_num': 9, 'std_err': 0.0186, '_runtime': 726.0833964347839, 'train_acc': 0.75, '_timestamp': 1661820871.4690545, 'train_loss': 0.5169}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2ftru6ag
588,4,0.3082,0.0131,4,10,"{'epoch': 100, 'avg_err': 0.3082, 'std_err': 0.0131, '_runtime': 754.6944363117218, 'train_acc': 0.794, 'train_loss': 0.4687, 'final_test_err': 0.30600000000000005, '_step': 1010, '_wandb': {'runtime': 753}, 'run_num': 9, '_timestamp': 1661821020.6093123}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",t1cs8i4t
589,5,0.3196,0.0208,4,10,"{'avg_err': 0.3196, 'train_loss': 0.4719, 'final_test_err': 0.3305, 'epoch': 100, '_wandb': {'runtime': 794}, 'std_err': 0.0208, '_runtime': 795.2302448749542, 'train_acc': 0.7917, '_timestamp': 1661821121.0757248, '_step': 1010, 'run_num': 9}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",38fguche
590,10,0.3269,0.0205,4,10,"{'epoch': 100, 'run_num': 9, 'std_err': 0.0205, '_runtime': 862.7970719337463, 'train_acc': 0.8064, '_timestamp': 1661821292.579076, '_step': 1010, '_wandb': {'runtime': 861}, 'avg_err': 0.3269, 'train_loss': 0.4327, 'final_test_err': 0.349}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",3s5ocias
591,20,0.3251,0.0366,4,10,"{'avg_err': 0.3251, 'run_num': 9, '_timestamp': 1661821490.1848843, 'train_loss': 0.4107, 'final_test_err': 0.386, '_step': 1010, 'epoch': 100, '_runtime': 1010.6919226646424, 'train_acc': 0.809, '_wandb': {'runtime': 1009}, 'std_err': 0.0366}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 10, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",iux4yaud
592,0,0.2915,0.0288,4,11,"{'_step': 1010, 'epoch': 100, 'run_num': 9, 'std_err': 0.0288, 'train_acc': 0.81, 'train_loss': 0.4744, '_wandb': {'runtime': 580}, 'avg_err': 0.2915, '_runtime': 580.709367275238, '_timestamp': 1661822870.9230652, 'final_test_err': 0.26949999999999996}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1cj2z4a2
593,1,0.299,0.0265,4,11,"{'_step': 1010, 'epoch': 100, '_wandb': {'runtime': 601}, 'run_num': 9, 'final_test_err': 0.29400000000000004, 'avg_err': 0.299, 'std_err': 0.0265, '_runtime': 601.573367357254, 'train_acc': 0.705, '_timestamp': 1661822948.2143464, 'train_loss': 0.568}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 1, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",19qkm0jh
594,2,0.3061,0.0217,4,11,"{'_runtime': 605.7034146785736, 'train_acc': 0.7567, '_timestamp': 1661823104.0225828, '_step': 1010, '_wandb': {'runtime': 605}, 'avg_err': 0.3061, 'run_num': 9, 'epoch': 100, 'std_err': 0.0217, 'train_loss': 0.499, 'final_test_err': 0.2975}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 2, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",5pl4mfed
595,3,0.3064,0.0198,4,11,"{'_timestamp': 1661823260.5265386, 'final_test_err': 0.2975, 'epoch': 100, '_wandb': {'runtime': 732}, 'run_num': 9, 'std_err': 0.0198, '_runtime': 732.6829075813293, 'train_acc': 0.75, 'train_loss': 0.5105, '_step': 1010, 'avg_err': 0.3064}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 3, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",gd2dckbf
596,4,0.3073,0.015,4,11,"{'epoch': 100, '_wandb': {'runtime': 759}, 'avg_err': 0.3073, '_runtime': 760.4166173934937, 'train_acc': 0.794, 'final_test_err': 0.30500000000000005, '_step': 1010, 'run_num': 9, 'std_err': 0.015, '_timestamp': 1661823408.6295674, 'train_loss': 0.4539}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 4, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",1gifvopd
597,5,0.3192,0.022,4,11,"{'avg_err': 0.3192, 'final_test_err': 0.3195, 'std_err': 0.022, '_runtime': 788.6664493083954, 'train_acc': 0.7733, '_timestamp': 1661823509.8960092, '_step': 1010, 'epoch': 100, '_wandb': {'runtime': 788}, 'run_num': 9, 'train_loss': 0.4753}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 5, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",2nfwf8yg
598,10,0.3296,0.0269,4,11,"{'final_test_err': 0.31399999999999995, '_step': 1010, 'epoch': 100, 'avg_err': 0.3296, '_timestamp': 1661823712.632904, 'train_acc': 0.7936, 'train_loss': 0.4389, '_wandb': {'runtime': 860}, 'run_num': 9, 'std_err': 0.0269, '_runtime': 861.2144629955292}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 10, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",11jrufz8
599,20,0.3294,0.0304,4,11,"{'train_loss': 0.4273, 'final_test_err': 0.3625, 'epoch': 100, 'avg_err': 0.3294, 'run_num': 9, '_runtime': 1006.182684659958, '_timestamp': 1661823881.8546166, '_step': 1010, '_wandb': {'runtime': 1005}, 'std_err': 0.0304, 'train_acc': 0.8005}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 20, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 11, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",9jcdfbwv
600,0,0.2915,0.0288,4,12,"{'run_num': 9, '_runtime': 572.3548409938812, 'final_test_err': 0.26949999999999996, 'epoch': 100, '_wandb': {'runtime': 571}, 'avg_err': 0.2915, '_timestamp': 1661825265.006409, 'train_loss': 0.4744, '_step': 1010, 'std_err': 0.0288, 'train_acc': 0.81}","{'hp': {'bs': 128, 'lr': 0.01, 'epochs': 100}, 'net': 'wrn10_2', 'tag': '07_blurred_cifar10_wrn/task_agnostic', 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'reps': 10, 'seed': 10, 'task': {'n': 50, 'm_n': 0, 'ood': [], 'beta': 'unbiased', 'angle': 'None', 'sigma': 12, 'target': 4, 'augment': False, 'dataset': 'blurred_cifar10', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'custom_sampler': False}, 'deploy': True, 'device': 'cuda:2'}",22vmv2d6
